order_id,order_date,delivery_date,customer_id,product_name,category,region,city,quantity,unit_price,discount,revenue,profit,payment_method,order_status,delivery_days
ORD-101405,2024-02-22,2024-03-03,CUST-2672,Lipstick,Beauty,North,Jaipur,4,1442.42,0.24,4384.96,2023.48,Net Banking,Delivered,10
ORD-101406,2023-05-24,2023-05-29,CUST-6280,Atomic Habits,Books,South,Bangalore,1,535.46,0.17,444.43,165.04,Net Banking,Delivered,5
ORD-101407,2022-01-31,2022-02-03,CUST-3705,Saree,Clothing,East,Ranchi,1,2970.77,0.35,1931.0,593.69,Net Banking,Delivered,3
ORD-101408,2022-12-18,2022-12-21,CUST-7729,Hair Oil,Beauty,North,Jaipur,5,1454.08,0.16,6107.14,2917.59,UPI,Delivered,3
ORD-101409,2023-04-27,2023-05-04,CUST-9404,Men's T-Shirt,Clothing,East,Kolkata,5,4292.21,0.33,14378.9,5131.63,COD,Cancelled,7
ORD-101410,2024-10-28,2024-11-03,CUST-1500,Cycling Helmet,Sports & Fitness,West,Pune,1,8993.98,0.34,5936.03,1610.16,UPI,Cancelled,6
ORD-101411,2023-12-31,2024-01-10,CUST-4819,Protein Powder,Sports & Fitness,East,Patna,2,5443.02,0.27,7946.81,1749.32,COD,Cancelled,10
ORD-101412,2023-06-16,2023-06-26,CUST-7861,Deep Work,Books,East,Guwahati,5,938.26,0.06,4409.82,1807.58,Net Banking,Delivered,10
ORD-101413,2024-04-05,2024-04-08,CUST-3585,LED Bulb Pack,Home & Kitchen,North,Jaipur,4,10978.12,0.2,35129.98,8064.1,COD,Delivered,3
ORD-101414,2024-08-06,2024-08-14,CUST-8817,Zero to One,Books,East,Bhubaneswar,4,638.91,0.2,2044.51,737.56,UPI,Cancelled,8
ORD-101415,2024-05-17,2024-05-20,CUST-7998,Pressure Cooker,Home & Kitchen,East,Bhubaneswar,3,9330.29,0.32,19033.79,3919.15,UPI,Delivered,3
ORD-101416,2024-02-12,2024-02-19,CUST-8540,Deep Work,Books,South,Bangalore,5,537.76,0.2,2151.04,717.0,COD,Delivered,7
ORD-101417,2023-08-03,2023-08-11,CUST-9958,Shampoo,Beauty,South,Hyderabad,5,1955.0,0.32,6647.0,-880.12,Credit Card,Returned,8
ORD-101418,2022-01-24,2022-01-28,CUST-6538,Foundation,Beauty,West,Mumbai,5,869.37,0.11,3868.7,1263.74,UPI,Cancelled,4
ORD-101419,2022-09-14,2022-09-16,CUST-4637,Rich Dad Poor Dad,Books,South,Hyderabad,2,621.0,0.29,881.82,304.28,Debit Card,Cancelled,2
ORD-101420,2024-09-09,2024-09-13,CUST-8293,Protein Powder,Sports & Fitness,South,Coimbatore,4,601.66,0.05,2286.31,459.21,COD,Cancelled,4
ORD-101421,2022-08-20,2022-08-25,CUST-3674,Dumbbells Set,Sports & Fitness,West,Mumbai,1,6306.74,0.03,6117.54,1115.75,Credit Card,Delivered,5
ORD-101422,2023-05-25,2023-05-27,CUST-6262,Shampoo,Beauty,North,Jaipur,4,717.7,0.31,1980.85,745.81,COD,Delivered,2
ORD-101423,2023-07-25,2023-07-31,CUST-3369,Dumbbells Set,Sports & Fitness,West,Ahmedabad,1,7840.64,0.32,5331.64,-337.54,Debit Card,Returned,6
ORD-101424,2023-07-15,2023-07-17,CUST-7822,Logitech Mouse,Electronics,North,Chandigarh,1,29290.65,0.31,20210.55,2373.86,Net Banking,Cancelled,2
ORD-101425,2022-03-27,2022-04-06,CUST-1046,Canon Camera,Electronics,West,Mumbai,2,69742.59,0.25,104613.88,11773.06,Net Banking,Cancelled,10
ORD-101426,2022-08-03,2022-08-08,CUST-4026,Deep Work,Books,South,Chennai,4,343.35,0.09,1249.79,453.32,Net Banking,Delivered,5
ORD-101427,2024-03-21,2024-03-31,CUST-6105,Shampoo,Beauty,East,Ranchi,5,1323.34,0.22,5161.03,-742.76,COD,Returned,10
ORD-101428,2022-04-11,2022-04-14,CUST-3208,Zero to One,Books,East,Kolkata,5,393.59,0.09,1790.83,591.28,COD,Delivered,3
ORD-101429,2022-04-02,2022-04-09,CUST-2153,Hair Oil,Beauty,North,Chandigarh,2,2983.58,0.24,4535.04,1739.95,Net Banking,Delivered,7
ORD-101430,2024-03-19,2024-03-24,CUST-6150,Realme Watch,Electronics,North,Jaipur,5,75093.64,0.26,277846.47,-9223.24,Credit Card,Returned,5
ORD-101431,2024-09-21,2024-09-23,CUST-1405,Rich Dad Poor Dad,Books,North,Agra,3,620.34,0.13,1619.09,467.8,COD,Delivered,2
ORD-101432,2024-02-10,2024-02-18,CUST-8125,Face Wash,Beauty,East,Bhubaneswar,5,965.27,0.09,4391.98,1420.6,Net Banking,Delivered,8
ORD-101433,2023-09-29,2023-10-06,CUST-6966,The Alchemist,Books,North,Lucknow,3,809.26,0.06,2282.11,-281.54,Net Banking,Returned,7
ORD-101434,2023-01-29,2023-02-08,CUST-1473,Data Science Handbook,Books,North,Agra,3,504.56,0.27,1104.99,479.96,Net Banking,Cancelled,10
ORD-101435,2023-01-13,2023-01-21,CUST-5738,Saree,Clothing,East,Patna,4,4053.97,0.27,11837.59,4315.99,UPI,Delivered,8
ORD-101436,2024-05-21,2024-05-25,CUST-2940,Realme Watch,Electronics,East,Ranchi,2,55132.37,0.32,74980.02,6331.27,Credit Card,Delivered,4
ORD-101437,2024-04-01,2024-04-05,CUST-2103,Sports Shoes,Clothing,South,Kochi,4,2311.46,0.24,7026.84,2187.83,Net Banking,Delivered,4
ORD-101438,2024-10-27,2024-11-02,CUST-9471,Samsung Galaxy S23,Electronics,North,Jaipur,1,26001.82,0.03,25221.77,3221.19,Net Banking,Cancelled,6
ORD-101439,2024-10-09,2024-10-19,CUST-4209,iPhone 14,Electronics,North,Delhi,5,43237.09,0.34,142682.4,15280.95,UPI,Delivered,10
ORD-101440,2022-10-04,2022-10-12,CUST-3688,Ethnic Dress,Clothing,East,Guwahati,1,4673.41,0.33,3131.18,886.9,Net Banking,Delivered,8
ORD-101441,2024-09-07,2024-09-14,CUST-8046,MacBook Air,Electronics,North,Jaipur,5,5757.94,0.09,26198.63,3125.5,Debit Card,Delivered,7
ORD-101442,2022-12-12,2022-12-19,CUST-9422,Face Wash,Beauty,West,Nagpur,5,238.47,0.12,1049.27,485.2,Credit Card,Delivered,7
ORD-101443,2024-01-12,2024-01-18,CUST-1515,Blender,Home & Kitchen,North,Agra,2,9091.37,0.18,14909.85,4389.59,Net Banking,Delivered,6
ORD-101444,2022-06-07,2022-06-10,CUST-4171,Bedsheet Set,Home & Kitchen,East,Patna,3,8547.25,0.26,18974.9,5567.72,Credit Card,Delivered,3
ORD-101445,2022-06-23,2022-07-02,CUST-7523,Conditioner,Beauty,East,Ranchi,4,1881.85,0.24,5720.82,-732.4,Credit Card,Returned,9
ORD-101446,2024-02-17,2024-02-21,CUST-8778,Sports Shoes,Clothing,South,Kochi,2,1096.69,0.3,1535.37,495.48,Debit Card,Delivered,4
ORD-101447,2023-06-07,2023-06-14,CUST-1543,Face Serum,Beauty,North,Delhi,4,1858.55,0.34,4906.57,2275.7,Net Banking,Delivered,7
ORD-101448,2023-11-09,2023-11-14,CUST-1193,Cricket Bat,Sports & Fitness,East,Ranchi,2,5128.8,0.09,9334.42,2467.83,UPI,Delivered,5
ORD-101449,2024-05-20,2024-05-27,CUST-5568,Sunscreen SPF50,Beauty,North,Chandigarh,5,1376.57,0.1,6194.56,2960.38,Debit Card,Delivered,7
ORD-101450,2024-01-11,2024-01-14,CUST-4562,Curtains,Home & Kitchen,East,Patna,5,5670.97,0.07,26370.01,-2024.65,Net Banking,Returned,3
ORD-101451,2022-10-29,2022-11-08,CUST-9230,Kajal,Beauty,North,Delhi,3,1960.18,0.08,5410.1,-685.3,COD,Returned,10
ORD-101452,2022-11-14,2022-11-16,CUST-6152,Foundation,Beauty,West,Nagpur,4,1745.91,0.35,4539.37,1861.07,Net Banking,Delivered,2
ORD-101453,2023-04-22,2023-04-24,CUST-9854,Resistance Bands,Sports & Fitness,West,Mumbai,4,2886.56,0.24,8775.14,1758.36,Net Banking,Delivered,2
ORD-101454,2024-07-09,2024-07-13,CUST-4857,Foundation,Beauty,South,Hyderabad,2,482.38,0.29,684.98,295.75,Credit Card,Cancelled,4
ORD-101455,2022-11-18,2022-11-23,CUST-9471,Dumbbells Set,Sports & Fitness,South,Chennai,5,9855.24,0.17,40899.25,8760.2,COD,Delivered,5
ORD-101456,2023-04-17,2023-04-21,CUST-1266,Logitech Mouse,Electronics,South,Bangalore,1,13966.81,0.29,9916.44,840.07,UPI,Delivered,4
ORD-101457,2024-09-11,2024-09-19,CUST-1183,Kajal,Beauty,West,Surat,1,1357.51,0.02,1330.36,426.2,COD,Delivered,8
ORD-101458,2023-04-27,2023-05-07,CUST-6231,Sony Headphones,Electronics,South,Hyderabad,1,35149.71,0.1,31634.74,4050.16,Credit Card,Delivered,10
ORD-101459,2023-09-26,2023-10-04,CUST-6183,Sunscreen SPF50,Beauty,North,Chandigarh,5,900.45,0.22,3511.76,1229.46,UPI,Cancelled,8
ORD-101460,2023-07-26,2023-08-02,CUST-7212,iPhone 14,Electronics,South,Chennai,4,41675.92,0.32,113358.5,9541.2,Net Banking,Cancelled,7
ORD-101461,2022-01-27,2022-02-04,CUST-5900,Boat Earbuds,Electronics,North,Delhi,4,39795.14,0.15,135303.48,11963.17,UPI,Delivered,8
ORD-101462,2023-07-05,2023-07-14,CUST-9565,Sunscreen SPF50,Beauty,South,Hyderabad,4,103.6,0.19,335.66,111.81,COD,Delivered,9
ORD-101463,2024-12-30,2025-01-07,CUST-7363,Boat Earbuds,Electronics,South,Kochi,2,38351.45,0.1,69032.61,6265.38,COD,Delivered,8
ORD-101464,2022-08-31,2022-09-09,CUST-8951,Python Crash Course,Books,South,Coimbatore,5,489.1,0.18,2005.31,765.32,COD,Cancelled,9
ORD-101465,2022-06-08,2022-06-17,CUST-1382,Boat Earbuds,Electronics,North,Lucknow,4,72452.72,0.06,272422.23,-8644.2,COD,Returned,9
ORD-101466,2024-12-05,2024-12-15,CUST-7228,Jeans,Clothing,North,Delhi,3,922.69,0.16,2325.18,883.28,UPI,Delivered,10
ORD-101467,2024-01-10,2024-01-17,CUST-6150,Air Fryer,Home & Kitchen,North,Agra,2,4916.36,0.33,6587.92,1869.68,UPI,Cancelled,7
ORD-101468,2023-01-14,2023-01-17,CUST-9877,SQL Cookbook,Books,West,Ahmedabad,2,734.46,0.17,1219.2,416.5,COD,Delivered,3
ORD-101469,2022-12-29,2023-01-02,CUST-8823,Sports Shoes,Clothing,North,Agra,4,3649.02,0.33,9779.37,2992.53,Debit Card,Delivered,4
ORD-101470,2022-09-28,2022-10-01,CUST-6678,Cycling Helmet,Sports & Fitness,North,Chandigarh,3,722.27,0.25,1625.11,343.95,Debit Card,Cancelled,3
ORD-101471,2022-10-17,2022-10-21,CUST-9141,LED Bulb Pack,Home & Kitchen,North,Lucknow,5,5768.51,0.04,27688.85,8047.24,UPI,Delivered,4
ORD-101472,2023-12-02,2023-12-10,CUST-1865,Face Wash,Beauty,North,Delhi,4,282.77,0.08,1040.59,459.67,Net Banking,Delivered,8
ORD-101473,2023-11-03,2023-11-09,CUST-1957,Saree,Clothing,South,Hyderabad,4,4282.81,0.35,11135.31,3512.45,UPI,Delivered,6
ORD-101474,2024-05-09,2024-05-12,CUST-9884,Deep Work,Books,South,Bangalore,4,718.96,0.08,2645.77,-239.55,Debit Card,Returned,3
ORD-101475,2022-05-01,2022-05-04,CUST-7091,Canon Camera,Electronics,North,Delhi,5,70979.81,0.22,276821.26,33259.19,UPI,Delivered,3
ORD-101476,2022-03-31,2022-04-07,CUST-8218,Resistance Bands,Sports & Fitness,West,Mumbai,1,9813.34,0.11,8733.87,1901.72,UPI,Delivered,7
ORD-101477,2022-01-31,2022-02-02,CUST-5201,Resistance Bands,Sports & Fitness,South,Chennai,1,520.71,0.28,374.91,-26.36,UPI,Returned,2
ORD-101478,2024-12-04,2024-12-13,CUST-4495,Cycling Helmet,Sports & Fitness,East,Ranchi,3,7170.49,0.08,19790.55,-1422.46,Net Banking,Returned,9
ORD-101479,2024-11-20,2024-11-24,CUST-4312,Blender,Home & Kitchen,East,Patna,1,12442.84,0.14,10700.84,-892.65,Debit Card,Returned,4
ORD-101480,2024-04-05,2024-04-10,CUST-2125,Dumbbells Set,Sports & Fitness,South,Chennai,3,547.11,0.02,1608.5,338.07,Net Banking,Delivered,5
ORD-101481,2024-05-11,2024-05-21,CUST-7645,Coffee Maker,Home & Kitchen,East,Guwahati,2,3476.23,0.12,6118.16,1828.48,Debit Card,Delivered,10
ORD-101482,2023-05-30,2023-06-05,CUST-9247,Protein Powder,Sports & Fitness,North,Chandigarh,5,4587.49,0.19,18579.33,5090.23,Credit Card,Cancelled,6
ORD-101483,2023-09-03,2023-09-11,CUST-9850,Football,Sports & Fitness,South,Hyderabad,4,8040.98,0.32,21871.47,5572.4,UPI,Delivered,8
ORD-101484,2024-07-08,2024-07-15,CUST-2311,Curtains,Home & Kitchen,North,Chandigarh,3,10647.7,0.25,23957.33,5751.41,Debit Card,Delivered,7
ORD-101485,2023-11-14,2023-11-21,CUST-1696,Rich Dad Poor Dad,Books,South,Coimbatore,1,263.5,0.21,208.17,76.3,Net Banking,Delivered,7
ORD-101486,2022-07-25,2022-08-03,CUST-7355,Foundation,Beauty,North,Agra,2,393.98,0.03,764.32,252.23,UPI,Cancelled,9
ORD-101487,2022-12-29,2023-01-02,CUST-7653,Yoga Mat,Sports & Fitness,South,Hyderabad,4,8092.32,0.24,24600.65,4437.92,COD,Delivered,4
ORD-101488,2022-06-19,2022-06-23,CUST-8171,Coffee Maker,Home & Kitchen,East,Patna,1,9141.5,0.24,6947.54,2138.45,Debit Card,Delivered,4
ORD-101489,2022-04-14,2022-04-17,CUST-2818,Badminton Racket,Sports & Fitness,North,Delhi,4,1746.51,0.27,5099.81,1249.27,Debit Card,Delivered,3
ORD-101490,2022-03-31,2022-04-09,CUST-8257,Jeans,Clothing,East,Ranchi,5,1519.26,0.12,6684.74,2047.73,Credit Card,Delivered,9
ORD-101491,2023-04-18,2023-04-21,CUST-1159,Formal Shirt,Clothing,North,Lucknow,5,3628.0,0.24,13786.4,4620.48,Net Banking,Delivered,3
ORD-101492,2022-08-31,2022-09-02,CUST-6705,Storage Box,Home & Kitchen,South,Hyderabad,1,10091.63,0.07,9385.22,2782.66,Credit Card,Delivered,2
ORD-101493,2022-07-12,2022-07-17,CUST-3855,Dell Laptop,Electronics,West,Mumbai,3,46075.92,0.02,135463.2,14908.07,COD,Delivered,5
ORD-101494,2022-05-25,2022-05-27,CUST-7677,Curtains,Home & Kitchen,South,Hyderabad,3,8980.12,0.05,25593.34,6052.08,Net Banking,Delivered,2
ORD-101495,2022-05-01,2022-05-04,CUST-7338,Cycling Helmet,Sports & Fitness,North,Delhi,4,4097.28,0.33,10980.71,2919.59,Net Banking,Cancelled,3
ORD-101496,2023-03-23,2023-03-28,CUST-5734,Let Us C,Books,North,Jaipur,5,995.5,0.09,4529.53,1761.24,Debit Card,Cancelled,5
ORD-101497,2022-11-18,2022-11-25,CUST-1131,Badminton Racket,Sports & Fitness,South,Chennai,4,226.24,0.16,760.17,190.71,Credit Card,Delivered,7
ORD-101498,2024-03-12,2024-03-16,CUST-2732,Casual Sneakers,Clothing,North,Delhi,4,2617.18,0.11,9317.16,2452.29,Net Banking,Delivered,4
ORD-101499,2022-11-03,2022-11-08,CUST-6041,Football,Sports & Fitness,South,Coimbatore,2,798.25,0.23,1229.31,285.53,Debit Card,Delivered,5
ORD-101500,2023-05-16,2023-05-18,CUST-7783,Samsung Galaxy S23,Electronics,North,Delhi,4,51846.27,0.29,147243.41,12696.35,COD,Cancelled,2
ORD-101501,2023-03-27,2023-03-31,CUST-1106,Coffee Maker,Home & Kitchen,North,Jaipur,1,11544.9,0.03,11198.55,2687.31,Debit Card,Cancelled,4
ORD-101502,2024-07-12,2024-07-19,CUST-4048,Moisturizer,Beauty,West,Ahmedabad,5,2286.29,0.19,9259.47,4553.47,UPI,Cancelled,7
ORD-101503,2024-05-08,2024-05-12,CUST-3317,Ethnic Dress,Clothing,West,Ahmedabad,1,1086.19,0.08,999.29,362.79,Net Banking,Delivered,4
ORD-101504,2022-09-16,2022-09-18,CUST-2876,Curtains,Home & Kitchen,South,Chennai,4,3473.68,0.31,9587.36,-787.59,UPI,Returned,2
ORD-101505,2022-07-22,2022-07-26,CUST-6776,Blender,Home & Kitchen,South,Coimbatore,2,277.33,0.15,471.46,142.96,COD,Delivered,4
ORD-101506,2022-08-18,2022-08-28,CUST-4464,HP Printer,Electronics,West,Mumbai,5,62088.2,0.03,301127.77,-8049.86,COD,Returned,10
ORD-101507,2024-08-21,2024-08-25,CUST-7254,Curtains,Home & Kitchen,North,Agra,5,11472.27,0.26,42447.4,11601.3,COD,Delivered,4
ORD-101508,2023-03-19,2023-03-22,CUST-7151,Yoga Mat,Sports & Fitness,North,Lucknow,4,9187.24,0.19,29766.66,7615.19,COD,Cancelled,3
ORD-101509,2022-04-20,2022-04-23,CUST-3262,Leggings,Clothing,West,Pune,3,4076.42,0.12,10761.75,3965.59,Credit Card,Cancelled,3
ORD-101510,2022-09-19,2022-09-24,CUST-3547,Conditioner,Beauty,South,Chennai,5,255.53,0.07,1188.21,437.28,UPI,Delivered,5
ORD-101511,2024-12-10,2024-12-13,CUST-7905,Air Fryer,Home & Kitchen,East,Patna,3,6436.12,0.23,14867.44,4131.48,Debit Card,Delivered,3
ORD-101512,2022-04-14,2022-04-20,CUST-4588,Cycling Helmet,Sports & Fitness,South,Chennai,1,6795.64,0.04,6523.81,1555.3,Credit Card,Delivered,6
ORD-101513,2024-02-03,2024-02-08,CUST-3140,Formal Shirt,Clothing,West,Ahmedabad,2,4296.29,0.24,6530.36,1694.32,COD,Delivered,5
ORD-101514,2022-04-28,2022-05-05,CUST-4781,Realme Watch,Electronics,East,Kolkata,4,37236.06,0.07,138518.14,16171.26,Net Banking,Cancelled,7
ORD-101515,2022-05-26,2022-05-28,CUST-2468,SQL Cookbook,Books,East,Guwahati,1,911.78,0.21,720.31,227.53,Net Banking,Delivered,2
ORD-101516,2024-12-23,2024-12-28,CUST-1477,Sunscreen SPF50,Beauty,West,Ahmedabad,5,1195.55,0.01,5917.97,2870.69,Debit Card,Delivered,5
ORD-101517,2023-02-20,2023-02-23,CUST-8976,Leggings,Clothing,East,Kolkata,4,3213.42,0.06,12082.46,-1176.04,UPI,Returned,3
ORD-101518,2024-03-16,2024-03-25,CUST-7277,Yoga Mat,Sports & Fitness,East,Guwahati,3,5659.36,0.34,11205.53,2429.0,Credit Card,Delivered,9
ORD-101519,2023-08-11,2023-08-17,CUST-1592,Shampoo,Beauty,South,Chennai,4,1752.95,0.13,6100.27,1987.96,Net Banking,Delivered,6
ORD-101520,2023-12-06,2023-12-08,CUST-7175,The Alchemist,Books,South,Hyderabad,2,643.19,0.25,964.79,357.75,Credit Card,Delivered,2
ORD-101521,2023-08-29,2023-09-02,CUST-4546,Wings of Fire,Books,South,Bangalore,4,445.81,0.31,1230.44,367.65,Net Banking,Delivered,4
ORD-101522,2024-11-20,2024-11-30,CUST-9745,Hair Oil,Beauty,East,Ranchi,3,2115.74,0.24,4823.89,1607.58,Net Banking,Delivered,10
ORD-101523,2022-06-23,2022-07-01,CUST-4614,Cycling Helmet,Sports & Fitness,North,Agra,2,9315.99,0.22,14532.94,3595.97,Credit Card,Delivered,8
ORD-101524,2023-01-18,2023-01-25,CUST-6974,Badminton Racket,Sports & Fitness,South,Bangalore,3,7256.62,0.33,14585.81,3973.33,COD,Delivered,7
ORD-101525,2022-06-11,2022-06-18,CUST-9183,Saree,Clothing,South,Hyderabad,1,4760.41,0.28,3427.5,955.33,Net Banking,Cancelled,7
ORD-101526,2023-07-05,2023-07-14,CUST-8430,Boat Earbuds,Electronics,East,Patna,4,77856.47,0.32,211769.6,23518.78,Net Banking,Delivered,9
ORD-101527,2023-07-09,2023-07-17,CUST-9237,Football,Sports & Fitness,East,Bhubaneswar,2,3731.83,0.15,6344.11,-440.47,Net Banking,Returned,8
ORD-101528,2022-01-17,2022-01-24,CUST-6019,Realme Watch,Electronics,South,Hyderabad,2,12255.11,0.12,21568.99,2194.8,COD,Cancelled,7
ORD-101529,2024-02-20,2024-02-28,CUST-8318,Boat Earbuds,Electronics,South,Kochi,3,54038.06,0.28,116722.21,11884.46,Credit Card,Delivered,8
ORD-101530,2022-09-01,2022-09-07,CUST-7304,Dell Laptop,Electronics,North,Chandigarh,3,78439.3,0.05,223552.01,22726.58,UPI,Delivered,6
ORD-101531,2024-04-30,2024-05-03,CUST-6189,Pressure Cooker,Home & Kitchen,East,Ranchi,2,7668.07,0.28,11042.02,2358.91,Debit Card,Delivered,3
ORD-101532,2022-02-07,2022-02-09,CUST-2998,Men's T-Shirt,Clothing,West,Nagpur,4,2238.45,0.08,8237.5,3126.52,Net Banking,Cancelled,2
ORD-101533,2022-07-09,2022-07-19,CUST-6215,Badminton Racket,Sports & Fitness,South,Bangalore,1,9331.83,0.13,8118.69,1866.47,Credit Card,Delivered,10
ORD-101534,2024-10-17,2024-10-19,CUST-9146,Casual Sneakers,Clothing,East,Bhubaneswar,5,2333.84,0.28,8401.82,2363.99,Credit Card,Delivered,2
ORD-101535,2023-04-01,2023-04-10,CUST-8421,Hair Oil,Beauty,North,Agra,3,1290.67,0.31,2671.69,-370.83,Credit Card,Returned,9
ORD-101536,2022-05-07,2022-05-09,CUST-3498,Protein Powder,Sports & Fitness,West,Ahmedabad,2,4185.03,0.16,7030.85,1308.78,Net Banking,Delivered,2
ORD-101537,2022-02-21,2022-02-25,CUST-3919,Dumbbells Set,Sports & Fitness,North,Lucknow,5,3388.74,0.23,13046.65,-702.81,Credit Card,Returned,4
ORD-101538,2023-09-09,2023-09-14,CUST-3022,Sony Headphones,Electronics,South,Hyderabad,2,42216.21,0.04,81055.12,6911.61,Credit Card,Cancelled,5
ORD-101539,2023-12-10,2023-12-17,CUST-9488,Deep Work,Books,North,Chandigarh,1,993.11,0.07,923.59,287.88,Net Banking,Delivered,7
ORD-101540,2024-02-04,2024-02-11,CUST-4844,Men's T-Shirt,Clothing,South,Coimbatore,4,3712.4,0.27,10840.21,3177.87,Credit Card,Delivered,7
ORD-101541,2022-12-23,2022-12-25,CUST-6957,Jeans,Clothing,West,Pune,2,3585.76,0.31,4948.35,1630.36,Net Banking,Delivered,2
ORD-101542,2022-03-13,2022-03-22,CUST-2501,Lipstick,Beauty,East,Bhubaneswar,4,473.69,0.15,1610.55,-196.31,UPI,Returned,9
ORD-101543,2024-11-01,2024-11-05,CUST-7244,Gym Gloves,Sports & Fitness,North,Agra,5,2035.89,0.17,8448.94,2289.33,UPI,Delivered,4
ORD-101544,2023-04-01,2023-04-11,CUST-3996,iPhone 14,Electronics,West,Mumbai,1,14880.41,0.12,13094.76,1631.29,UPI,Cancelled,10
ORD-101545,2023-06-22,2023-06-26,CUST-4437,The Alchemist,Books,East,Ranchi,4,872.58,0.17,2896.97,961.48,Credit Card,Delivered,4
ORD-101546,2023-08-22,2023-08-28,CUST-6670,Hair Oil,Beauty,South,Bangalore,5,2765.96,0.01,13691.5,4574.38,COD,Delivered,6
ORD-101547,2023-11-23,2023-11-28,CUST-1807,Face Wash,Beauty,South,Bangalore,3,617.05,0.14,1591.99,609.52,Net Banking,Delivered,5
ORD-101548,2024-10-04,2024-10-10,CUST-4871,Formal Shirt,Clothing,South,Chennai,1,4317.89,0.19,3497.49,989.85,UPI,Delivered,6
ORD-101549,2022-01-28,2022-01-31,CUST-7313,Data Science Handbook,Books,South,Coimbatore,1,953.8,0.23,734.43,243.71,Credit Card,Delivered,3
ORD-101550,2023-10-05,2023-10-11,CUST-1737,Python Crash Course,Books,East,Guwahati,4,305.31,0.23,940.35,-96.42,Debit Card,Returned,6
ORD-101551,2023-07-03,2023-07-06,CUST-6606,Bedsheet Set,Home & Kitchen,North,Jaipur,1,12189.83,0.13,10605.15,2587.12,Debit Card,Delivered,3
ORD-101552,2023-03-10,2023-03-17,CUST-9964,Let Us C,Books,North,Agra,1,939.01,0.2,751.21,-76.66,Net Banking,Returned,7
ORD-101553,2022-11-21,2022-11-23,CUST-9128,Blender,Home & Kitchen,North,Chandigarh,2,10482.88,0.01,20756.1,4460.43,UPI,Delivered,2
ORD-101554,2024-05-30,2024-06-07,CUST-9715,Women's Kurta,Clothing,South,Hyderabad,2,643.47,0.2,1029.55,-108.19,COD,Returned,8
ORD-101555,2024-05-23,2024-06-01,CUST-4790,Conditioner,Beauty,West,Mumbai,5,1741.54,0.17,7227.39,-711.95,UPI,Returned,9
ORD-101556,2024-12-22,2025-01-01,CUST-8784,Resistance Bands,Sports & Fitness,South,Kochi,1,6588.94,0.16,5534.71,1156.27,COD,Cancelled,10
ORD-101557,2023-09-25,2023-09-30,CUST-2502,Data Science Handbook,Books,South,Bangalore,5,945.63,0.32,3215.14,1259.45,Net Banking,Delivered,5
ORD-101558,2022-09-13,2022-09-17,CUST-3597,Bedsheet Set,Home & Kitchen,South,Chennai,5,12407.81,0.22,48390.46,10469.24,UPI,Delivered,4
ORD-101559,2023-08-03,2023-08-12,CUST-8863,Dumbbells Set,Sports & Fitness,East,Kolkata,4,7790.04,0.28,22435.32,4537.07,UPI,Delivered,9
ORD-101560,2024-06-10,2024-06-19,CUST-5878,Face Serum,Beauty,North,Jaipur,5,1319.51,0.16,5541.94,-615.34,COD,Returned,9
ORD-101561,2023-12-13,2023-12-21,CUST-5209,Zero to One,Books,West,Ahmedabad,1,895.33,0.15,761.03,237.6,Debit Card,Delivered,8
ORD-101562,2024-03-01,2024-03-07,CUST-7989,iPhone 14,Electronics,West,Pune,2,32416.3,0.16,54459.38,4672.97,COD,Cancelled,6
ORD-101563,2024-02-18,2024-02-23,CUST-4373,Formal Shirt,Clothing,West,Mumbai,5,815.58,0.23,3139.98,829.68,UPI,Delivered,5
ORD-101564,2024-08-05,2024-08-13,CUST-7988,Moisturizer,Beauty,West,Mumbai,3,618.81,0.04,1782.17,731.09,Debit Card,Delivered,8
ORD-101565,2023-11-18,2023-11-26,CUST-5615,Women's Kurta,Clothing,East,Ranchi,5,1661.91,0.22,6481.45,2095.73,Net Banking,Delivered,8
ORD-101566,2023-08-22,2023-08-27,CUST-5217,Shampoo,Beauty,South,Hyderabad,3,2918.89,0.31,6042.1,2927.86,UPI,Delivered,5
ORD-101567,2023-05-12,2023-05-18,CUST-8387,Storage Box,Home & Kitchen,North,Chandigarh,5,7487.13,0.21,29574.16,8290.64,Debit Card,Delivered,6
ORD-101568,2022-12-17,2022-12-21,CUST-1782,Ethnic Dress,Clothing,East,Guwahati,5,1538.83,0.27,5616.73,2034.09,COD,Delivered,4
ORD-101569,2024-12-27,2025-01-06,CUST-5417,Water Bottle,Home & Kitchen,West,Pune,4,7948.62,0.25,23845.86,5257.41,UPI,Cancelled,10
ORD-101570,2022-12-21,2022-12-24,CUST-1710,Jeans,Clothing,North,Delhi,5,4988.22,0.16,20950.52,-1593.72,Net Banking,Returned,3
ORD-101571,2022-09-28,2022-10-02,CUST-5004,Bedsheet Set,Home & Kitchen,East,Bhubaneswar,4,3873.44,0.13,13479.57,3355.51,UPI,Delivered,4
ORD-101572,2023-04-03,2023-04-05,CUST-3317,Sony Headphones,Electronics,East,Ranchi,3,39521.52,0.13,103151.17,8982.02,Debit Card,Delivered,2
ORD-101573,2023-12-31,2024-01-10,CUST-7416,MacBook Air,Electronics,North,Jaipur,4,66310.66,0.12,233413.52,24015.25,Credit Card,Cancelled,10
ORD-101574,2022-06-11,2022-06-16,CUST-5277,Storage Box,Home & Kitchen,East,Guwahati,5,12536.18,0.33,41996.2,12797.73,Debit Card,Delivered,5
